ticket_id,customer_id,agent_id,category,created_at,first_response_at,resolved_at,satisfaction_score,is_repeat
T103851,C252,A04,INVOICE,2024-01-06 04:05:00,2024-01-06 06:02:00,2024-01-08 14:41:00,3.3,False
T103852,C253,A05,INVOICE,2024-01-13 15:01:00,2024-01-13 16:33:00,2024-01-15 20:16:00,4.8,True
T103853,C254,A06,INVOICE,2024-02-12 12:58:00,2024-02-12 14:31:00,2024-02-15 07:02:00,4.7,False
T103854,C255,A07,INVOICE,2024-02-27 02:53:00,2024-02-27 03:45:00,2024-02-29 15:08:00,4.2,False
T103855,C256,A08,INVOICE,2024-03-26 17:14:00,2024-03-26 19:06:00,2024-03-27 15:59:00,4.6,True
T103856,C257,A01,INVOICE,2024-02-13 01:24:00,2024-02-13 03:14:00,2024-02-13 06:05:00,4.9,False
T103857,C258,A02,INVOICE,2024-01-03 23:46:00,2024-01-04 01:23:00,2024-01-04 11:06:00,4.1,False
T103858,C259,A03,INVOICE,2024-02-09 03:45:00,2024-02-09 05:23:00,2024-02-11 12:52:00,3.5,False
T103859,C260,A04,INVOICE,2024-02-22 10:41:00,2024-02-22 12:00:00,2024-02-23 11:30:00,4.3,False
T103860,C261,A05,INVOICE,2024-03-06 19:45:00,2024-03-06 19:59:00,2024-03-08 23:46:00,4.8,False
T103861,C262,A06,INVOICE,2024-03-18 12:20:00,2024-03-18 12:56:00,2024-03-19 21:33:00,4.4,True
T103862,C263,A07,INVOICE,2024-01-30 17:51:00,2024-01-30 19:23:00,2024-02-02 10:19:00,3.1,False
T103863,C264,A08,INVOICE,2024-03-14 16:53:00,2024-03-14 17:34:00,2024-03-16 05:42:00,4.8,False
T103864,C265,A01,INVOICE,2024-03-16 22:46:00,2024-03-16 23:09:00,2024-03-19 15:38:00,4.5,True
T103865,C266,A02,INVOICE,2024-04-03 11:08:00,2024-04-03 13:01:00,2024-04-04 05:33:00,3.8,False
T103866,C267,A03,INVOICE,2024-03-03 23:29:00,2024-03-04 00:29:00,2024-03-06 07:34:00,5.0,False
T103867,C268,A04,INVOICE,2024-04-07 12:24:00,2024-04-07 14:07:00,2024-04-09 02:21:00,4.4,False
T103868,C269,A05,INVOICE,2024-01-27 21:26:00,2024-01-27 22:02:00,2024-01-28 11:31:00,4.7,False
T103869,C270,A06,INVOICE,2024-03-26 17:35:00,2024-03-26 18:20:00,2024-03-27 10:48:00,4.9,False
T103870,C271,A07,INVOICE,2024-01-06 03:11:00,2024-01-06 03:54:00,2024-01-07 02:07:00,3.1,False
T103871,C272,A08,INVOICE,2024-01-13 15:26:00,2024-01-13 16:12:00,2024-01-14 03:00:00,4.5,False
T103872,C273,A01,REFUND,2024-04-13 21:04:00,2024-04-13 21:58:00,2024-04-16 16:30:00,3.8,False
T103873,C274,A02,REFUND,2024-02-27 03:04:00,2024-02-27 03:41:00,2024-02-27 18:46:00,4.7,False
T103874,C275,A03,REFUND,2024-03-15 20:07:00,2024-03-15 21:45:00,2024-03-17 15:23:00,4.8,False
T103875,C276,A04,REFUND,2024-03-13 02:31:00,2024-03-13 03:12:00,2024-03-14 19:50:00,4.7,False
T103876,C277,A05,REFUND,2024-03-24 20:54:00,2024-03-24 21:48:00,2024-03-26 11:55:00,4.6,False
T103877,C278,A06,REFUND,2024-01-30 18:56:00,2024-01-30 20:39:00,2024-02-01 16:17:00,4.6,False
T103878,C279,A07,REFUND,2024-01-22 03:38:00,2024-01-22 04:32:00,2024-01-24 21:36:00,3.6,True
T103879,C280,A08,REFUND,2024-01-06 17:26:00,2024-01-06 17:30:00,2024-01-09 15:08:00,3.8,True
T103880,C281,A01,REFUND,2024-04-13 02:48:00,2024-04-13 02:51:00,2024-04-15 17:48:00,3.2,True
T103881,C282,A02,REFUND,2024-01-27 13:37:00,2024-01-27 14:31:00,2024-01-28 22:58:00,4.7,False
T103882,C283,A03,REFUND,2024-03-10 22:10:00,2024-03-10 23:28:00,2024-03-13 02:40:00,4.3,False
T103883,C284,A04,REFUND,2024-02-24 04:56:00,2024-02-24 06:49:00,2024-02-24 18:43:00,4.2,False
T103884,C285,A05,REFUND,2024-01-20 04:10:00,2024-01-20 04:28:00,2024-01-22 19:44:00,3.5,False
T103885,C286,A06,REFUND,2024-02-19 10:08:00,2024-02-19 11:14:00,2024-02-20 00:36:00,4.2,True
T103886,C287,A07,REFUND,2024-01-10 08:50:00,2024-01-10 09:26:00,2024-01-10 17:28:00,3.9,False
T103887,C288,A08,REFUND,2024-01-22 01:09:00,2024-01-22 02:04:00,2024-01-24 12:54:00,5.0,True
T103888,C289,A01,REFUND,2024-01-17 10:56:00,2024-01-17 11:50:00,2024-01-19 17:35:00,4.7,False
T103889,C290,A02,REFUND,2024-04-08 06:13:00,2024-04-08 06:52:00,2024-04-08 16:36:00,4.1,True
T103890,C291,A03,REFUND,2024-03-09 02:59:00,2024-03-09 03:04:00,2024-03-12 00:31:00,4.6,True
T103891,C292,A04,REFUND,2024-04-21 06:37:00,2024-04-21 06:48:00,2024-04-21 15:05:00,3.3,True
T103892,C293,A05,REFUND,2024-02-22 00:29:00,2024-02-22 01:33:00,2024-02-22 04:29:00,3.2,False
T103893,C294,A06,REFUND,2024-01-25 21:57:00,2024-01-25 22:26:00,2024-01-28 18:47:00,4.3,True
T103894,C295,A07,REFUND,2024-03-14 23:51:00,2024-03-15 00:32:00,2024-03-15 16:17:00,4.5,False
T103895,C296,A08,REFUND,2024-04-21 08:49:00,2024-04-21 09:02:00,2024-04-22 02:06:00,3.1,False
T103896,C297,A01,REFUND,2024-03-04 21:02:00,2024-03-04 21:10:00,2024-03-07 06:18:00,3.4,False
T103897,C298,A02,REFUND,2024-01-03 11:04:00,2024-01-03 11:21:00,2024-01-05 06:58:00,4.1,True
T103898,C299,A03,REFUND,2024-02-06 21:53:00,2024-02-06 22:40:00,2024-02-08 11:34:00,3.1,False
T103899,C300,A04,REFUND,2024-04-20 04:09:00,2024-04-20 04:31:00,2024-04-23 03:17:00,3.8,True
T103900,C001,A05,REFUND,2024-03-03 06:49:00,2024-03-03 07:19:00,2024-03-03 13:30:00,4.0,False
T103901,C002,A06,REFUND,2024-04-24 17:45:00,2024-04-24 18:23:00,2024-04-27 12:26:00,4.8,False
T103902,C003,A07,REFUND,2024-03-02 05:16:00,2024-03-02 05:53:00,2024-03-03 00:55:00,3.6,False
T103903,C004,A08,REFUND,2024-01-02 19:45:00,2024-01-02 19:49:00,2024-01-04 16:46:00,3.3,True
T103904,C005,A01,REFUND,2024-04-14 10:13:00,2024-04-14 10:29:00,2024-04-15 09:53:00,3.0,False
T103905,C006,A02,REFUND,2024-04-01 09:41:00,2024-04-01 11:35:00,2024-04-02 07:08:00,3.2,False
T103906,C007,A03,REFUND,2024-03-26 10:52:00,2024-03-26 12:13:00,2024-03-27 10:19:00,4.5,True
T103907,C008,A04,REFUND,2024-04-26 19:08:00,2024-04-26 19:25:00,2024-04-28 11:36:00,3.9,False
T103908,C009,A05,REFUND,2024-01-24 00:08:00,2024-01-24 00:44:00,2024-01-26 15:23:00,3.4,False
T103909,C010,A06,REFUND,2024-04-18 18:00:00,2024-04-18 18:47:00,2024-04-19 02:32:00,4.9,False
T103910,C011,A07,REFUND,2024-01-28 18:42:00,2024-01-28 20:30:00,2024-01-30 18:32:00,4.6,False
T103911,C012,A08,REFUND,2024-04-26 19:42:00,2024-04-26 21:27:00,2024-04-29 09:42:00,3.2,True
T103912,C013,A01,REFUND,2024-01-23 23:55:00,2024-01-24 01:28:00,2024-01-26 04:57:00,3.5,True
T103913,C014,A02,REFUND,2024-03-07 18:46:00,2024-03-07 19:01:00,2024-03-10 17:20:00,4.7,False
T103914,C015,A03,REFUND,2024-04-04 12:41:00,2024-04-04 13:41:00,2024-04-04 14:09:00,4.4,False
T103915,C016,A04,REFUND,2024-01-10 11:11:00,2024-01-10 12:10:00,2024-01-11 13:36:00,4.9,True
T103916,C017,A05,REFUND,2024-01-09 09:19:00,2024-01-09 10:36:00,2024-01-10 16:23:00,3.2,False
T103917,C018,A06,REFUND,2024-04-11 19:51:00,2024-04-11 21:32:00,2024-04-13 10:38:00,4.6,False
T103918,C019,A07,REFUND,2024-01-08 09:25:00,2024-01-08 10:05:00,2024-01-09 08:38:00,3.2,True
T103919,C020,A08,REFUND,2024-03-14 13:44:00,2024-03-14 14:52:00,2024-03-15 08:20:00,3.7,True
T103920,C021,A01,REFUND,2024-04-22 02:18:00,2024-04-22 02:51:00,2024-04-24 15:42:00,4.5,False
T103921,C022,A02,REFUND,2024-03-14 07:36:00,2024-03-14 08:03:00,2024-03-15 00:43:00,4.4,False
T103922,C023,A03,REFUND,2024-02-27 06:23:00,2024-02-27 07:02:00,2024-03-01 03:05:00,3.0,False
T103923,C024,A04,REFUND,2024-02-20 10:26:00,2024-02-20 11:55:00,2024-02-20 13:34:00,3.4,True
T103924,C025,A05,REFUND,2024-03-17 12:03:00,2024-03-17 12:57:00,2024-03-18 18:49:00,4.6,False
T103925,C026,A06,REFUND,2024-03-09 17:11:00,2024-03-09 18:33:00,2024-03-11 13:15:00,3.3,False
T103926,C027,A07,REFUND,2024-03-01 10:21:00,2024-03-01 11:44:00,2024-03-04 08:25:00,3.7,False
T103927,C028,A08,REFUND,2024-01-19 03:36:00,2024-01-19 04:21:00,2024-01-21 10:46:00,3.4,False
T103928,C029,A01,REFUND,2024-03-20 13:04:00,2024-03-20 14:58:00,2024-03-20 14:35:00,3.2,True
T103929,C030,A02,REFUND,2024-03-29 01:18:00,2024-03-29 01:26:00,2024-03-31 07:19:00,4.7,False
T103930,C031,A03,REFUND,2024-03-26 20:22:00,2024-03-26 22:09:00,2024-03-27 20:09:00,3.1,False
T103931,C032,A04,REFUND,2024-01-10 18:29:00,2024-01-10 18:32:00,2024-01-13 08:27:00,4.1,True
T103932,C033,A05,REFUND,2024-03-25 05:24:00,2024-03-25 06:11:00,2024-03-27 13:18:00,4.4,False
T103933,C034,A06,REFUND,2024-03-28 06:19:00,2024-03-28 07:58:00,2024-03-28 20:32:00,3.1,False
T103934,C035,A07,REFUND,2024-01-23 00:39:00,2024-01-23 02:02:00,2024-01-24 02:53:00,4.3,True
T103935,C036,A08,REFUND,2024-04-11 08:44:00,2024-04-11 09:24:00,2024-04-13 19:56:00,3.7,True
T103936,C037,A01,REFUND,2024-03-03 00:55:00,2024-03-03 02:41:00,2024-03-05 19:15:00,4.7,False
T103937,C038,A02,REFUND,2024-02-26 22:28:00,2024-02-26 22:47:00,2024-02-28 18:07:00,4.6,False
T103938,C039,A03,REFUND,2024-03-27 03:13:00,2024-03-27 04:34:00,2024-03-27 19:20:00,4.6,False
T103939,C040,A04,REFUND,2024-03-02 15:49:00,2024-03-02 16:52:00,2024-03-03 20:10:00,3.8,False
T103940,C041,A05,REFUND,2024-03-06 13:41:00,2024-03-06 14:08:00,2024-03-08 23:04:00,4.6,True
T103941,C042,A06,REFUND,2024-02-07 05:41:00,2024-02-07 07:31:00,2024-02-09 00:58:00,4.3,False
T103942,C043,A07,REFUND,2024-04-21 19:23:00,2024-04-21 20:55:00,2024-04-22 10:18:00,3.8,False
T103943,C044,A08,REFUND,2024-04-26 02:36:00,2024-04-26 02:39:00,2024-04-26 23:31:00,3.2,True
T103944,C045,A01,REFUND,2024-01-16 21:17:00,2024-01-16 21:30:00,2024-01-17 11:52:00,3.1,True
T103945,C046,A02,REFUND,2024-03-28 17:46:00,2024-03-28 17:55:00,2024-03-30 03:48:00,3.5,False
T103946,C047,A03,REFUND,2024-01-03 15:14:00,2024-01-03 16:05:00,2024-01-04 23:36:00,3.6,False
T103947,C048,A04,REFUND,2024-02-14 21:06:00,2024-02-14 21:57:00,2024-02-16 12:20:00,4.9,False
T103948,C049,A05,REFUND,2024-04-26 09:40:00,2024-04-26 11:07:00,2024-04-29 05:43:00,5.0,False
T103949,C050,A06,REFUND,2024-01-21 06:45:00,2024-01-21 08:07:00,2024-01-23 05:49:00,3.3,True
T103950,C051,A07,REFUND,2024-02-15 03:42:00,2024-02-15 03:46:00,2024-02-16 22:03:00,4.9,True
T103951,C052,A08,REFUND,2024-01-27 22:11:00,2024-01-27 23:09:00,2024-01-29 00:52:00,4.4,False
T103952,C053,A01,REFUND,2024-03-28 09:38:00,2024-03-28 11:12:00,2024-03-30 07:32:00,4.0,False
T103953,C054,A02,REFUND,2024-02-25 19:54:00,2024-02-25 21:42:00,2024-02-28 16:42:00,4.9,True
T103954,C055,A03,REFUND,2024-03-12 07:58:00,2024-03-12 08:35:00,2024-03-12 09:09:00,4.4,False
T103955,C056,A04,REFUND,2024-04-23 22:55:00,2024-04-23 23:03:00,2024-04-25 00:25:00,4.2,False
T103956,C057,A05,REFUND,2024-03-03 20:52:00,2024-03-03 21:12:00,2024-03-04 01:24:00,3.4,True
T103957,C058,A06,REFUND,2024-03-29 07:23:00,2024-03-29 08:05:00,2024-03-29 22:26:00,3.5,True
T103958,C059,A07,REFUND,2024-01-12 11:40:00,2024-01-12 12:34:00,2024-01-12 16:57:00,4.8,False
T103959,C060,A08,REFUND,2024-01-26 19:03:00,2024-01-26 19:47:00,2024-01-28 13:54:00,3.4,False
T103960,C061,A01,REFUND,2024-04-23 05:25:00,2024-04-23 05:38:00,2024-04-25 16:31:00,3.1,True
T103961,C062,A02,REFUND,2024-04-13 00:34:00,2024-04-13 01:16:00,2024-04-15 20:17:00,3.5,False
T103962,C063,A03,REFUND,2024-03-19 06:55:00,2024-03-19 07:31:00,2024-03-20 00:21:00,4.0,True
T103963,C064,A04,REFUND,2024-02-15 14:10:00,2024-02-15 15:10:00,2024-02-17 16:40:00,3.8,False
T103964,C065,A05,REFUND,2024-01-24 03:16:00,2024-01-24 03:28:00,2024-01-25 03:16:00,4.9,False
T103965,C066,A06,REFUND,2024-04-12 08:00:00,2024-04-12 09:35:00,2024-04-13 07:04:00,3.8,False
T103966,C067,A07,REFUND,2024-04-04 22:02:00,2024-04-04 22:53:00,2024-04-06 18:08:00,4.8,False
T103967,C068,A08,REFUND,2024-01-30 01:48:00,2024-01-30 02:28:00,2024-02-01 02:50:00,4.2,False
T103968,C069,A01,REFUND,2024-03-11 01:12:00,2024-03-11 03:01:00,2024-03-12 19:27:00,4.0,False
T103969,C070,A02,REFUND,2024-03-15 10:10:00,2024-03-15 11:40:00,2024-03-15 17:47:00,3.3,False
T103970,C071,A03,REFUND,2024-02-27 00:18:00,2024-02-27 00:37:00,2024-02-28 06:09:00,3.5,True
T103971,C072,A04,REFUND,2024-04-21 00:40:00,2024-04-21 01:00:00,2024-04-21 21:35:00,4.7,True
T103972,C073,A05,REFUND,2024-01-15 04:23:00,2024-01-15 04:26:00,2024-01-15 05:11:00,4.6,False
T103973,C074,A06,REFUND,2024-01-31 02:27:00,2024-01-31 03:35:00,2024-01-31 05:51:00,3.9,False
T103974,C075,A07,REFUND,2024-01-12 19:27:00,2024-01-12 20:11:00,2024-01-14 04:05:00,4.8,False
T103975,C076,A08,REFUND,2024-03-24 02:56:00,2024-03-24 03:42:00,2024-03-24 10:36:00,4.6,False
T103976,C077,A01,REFUND,2024-03-18 12:33:00,2024-03-18 13:35:00,2024-03-20 17:52:00,3.2,True
T103977,C078,A02,REFUND,2024-04-28 16:55:00,2024-04-28 18:01:00,2024-04-28 21:26:00,4.2,False
T103978,C079,A03,REFUND,2024-03-06 15:01:00,2024-03-06 15:04:00,2024-03-07 08:20:00,4.6,True
T103979,C080,A04,REFUND,2024-01-19 15:41:00,2024-01-19 15:56:00,2024-01-22 14:39:00,4.6,False
T103980,C081,A05,REFUND,2024-02-24 08:35:00,2024-02-24 10:10:00,2024-02-26 11:43:00,3.2,False
T103981,C082,A06,REFUND,2024-01-11 21:19:00,2024-01-11 23:13:00,2024-01-13 13:40:00,3.4,False
T103982,C083,A07,REFUND,2024-03-21 01:38:00,2024-03-21 03:18:00,2024-03-21 03:13:00,3.8,False
T103983,C084,A08,REFUND,2024-03-21 02:34:00,2024-03-21 04:23:00,2024-03-21 06:11:00,3.5,False
T103984,C085,A01,REFUND,2024-04-12 20:32:00,2024-04-12 21:29:00,2024-04-15 13:57:00,3.2,False
T103985,C086,A02,REFUND,2024-02-10 01:38:00,2024-02-10 03:17:00,2024-02-12 11:17:00,4.3,True
T103986,C087,A03,REFUND,2024-02-07 04:36:00,2024-02-07 06:22:00,2024-02-10 01:01:00,4.0,True
T103987,C088,A04,REFUND,2024-01-09 04:09:00,2024-01-09 05:56:00,2024-01-11 14:25:00,3.3,False
T103988,C089,A05,REFUND,2024-02-19 00:47:00,2024-02-19 01:07:00,2024-02-19 01:27:00,4.2,True
T103989,C090,A06,REFUND,2024-02-27 02:48:00,2024-02-27 03:08:00,2024-02-29 12:53:00,3.1,False
T103990,C091,A07,REFUND,2024-03-31 13:44:00,2024-03-31 14:34:00,2024-04-01 22:58:00,3.8,False
T103991,C092,A08,REFUND,2024-03-31 15:52:00,2024-03-31 16:53:00,2024-04-02 17:52:00,4.6,False
T103992,C093,A01,REFUND,2024-01-17 01:59:00,2024-01-17 03:54:00,2024-01-18 08:04:00,4.8,False
T103993,C094,A02,REFUND,2024-02-04 22:37:00,2024-02-04 23:17:00,2024-02-07 02:40:00,3.5,False
T103994,C095,A03,REFUND,2024-03-02 02:17:00,2024-03-02 03:57:00,2024-03-04 14:58:00,4.7,False
T103995,C096,A04,REFUND,2024-02-10 16:29:00,2024-02-10 18:15:00,2024-02-13 14:39:00,4.8,False
T103996,C097,A05,REFUND,2024-01-04 19:12:00,2024-01-04 21:07:00,2024-01-06 10:21:00,4.2,True
T103997,C098,A06,REFUND,2024-04-11 12:29:00,2024-04-11 12:54:00,2024-04-12 08:55:00,5.0,False
T103998,C099,A07,REFUND,2024-03-28 11:47:00,2024-03-28 12:18:00,2024-03-30 07:59:00,3.5,False
T103999,C100,A08,REFUND,2024-03-03 02:37:00,2024-03-03 03:05:00,2024-03-04 14:51:00,3.1,True
T104000,C101,A01,REFUND,2024-02-08 05:47:00,2024-02-08 07:16:00,2024-02-08 20:45:00,4.7,False
T104001,C102,A02,REFUND,2024-04-11 20:24:00,2024-04-11 21:47:00,2024-04-14 00:42:00,4.0,False
T104002,C103,A03,REFUND,2024-01-05 08:22:00,2024-01-05 09:12:00,2024-01-05 14:22:00,3.7,True
T104003,C104,A04,REFUND,2024-02-23 00:49:00,2024-02-23 01:02:00,2024-02-24 06:08:00,3.1,False
T104004,C105,A05,REFUND,2024-04-06 17:30:00,2024-04-06 18:33:00,2024-04-08 19:30:00,3.1,True
T104005,C106,A06,REFUND,2024-04-24 16:24:00,2024-04-24 17:52:00,2024-04-27 10:45:00,3.2,False
T104006,C107,A07,REFUND,2024-01-31 01:35:00,2024-01-31 02:33:00,2024-02-01 22:27:00,3.4,False
T104007,C108,A08,REFUND,2024-03-19 01:13:00,2024-03-19 01:47:00,2024-03-21 23:44:00,4.9,False
T104008,C109,A01,REFUND,2024-01-23 02:47:00,2024-01-23 03:59:00,2024-01-25 14:47:00,3.6,False
T104009,C110,A02,REFUND,2024-01-14 01:13:00,2024-01-14 02:33:00,2024-01-14 18:36:00,4.6,False
T104010,C111,A03,REFUND,2024-02-12 14:47:00,2024-02-12 15:59:00,2024-02-15 03:40:00,3.0,True
T104011,C112,A04,REFUND,2024-04-16 03:10:00,2024-04-16 04:55:00,2024-04-17 03:42:00,3.6,False
T104012,C113,A05,REFUND,2024-03-23 14:34:00,2024-03-23 15:13:00,2024-03-25 12:11:00,4.8,False
T104013,C114,A06,REFUND,2024-02-28 04:13:00,2024-02-28 05:27:00,2024-02-28 19:04:00,3.4,False
T104014,C115,A07,REFUND,2024-02-03 23:20:00,2024-02-04 01:03:00,2024-02-05 14:19:00,3.6,False
T104015,C116,A08,REFUND,2024-01-17 17:25:00,2024-01-17 17:52:00,2024-01-19 18:29:00,4.7,True
T104016,C117,A01,REFUND,2024-02-02 08:59:00,2024-02-02 09:34:00,2024-02-05 02:50:00,3.2,True
T104017,C118,A02,REFUND,2024-01-19 10:17:00,2024-01-19 10:25:00,2024-01-22 06:14:00,3.1,True
T104018,C119,A03,REFUND,2024-01-23 01:33:00,2024-01-23 02:19:00,2024-01-25 11:20:00,4.9,False
T104019,C120,A04,REFUND,2024-03-23 01:19:00,2024-03-23 01:27:00,2024-03-24 17:45:00,3.8,False
T104020,C121,A05,REFUND,2024-01-16 12:54:00,2024-01-16 14:24:00,2024-01-19 04:29:00,4.3,False
T104021,C122,A06,REFUND,2024-01-06 00:32:00,2024-01-06 00:45:00,2024-01-06 08:37:00,3.3,False
T104022,C123,A07,REFUND,2024-03-06 15:19:00,2024-03-06 16:43:00,2024-03-09 15:01:00,3.4,True
T104023,C124,A08,REFUND,2024-02-04 09:10:00,2024-02-04 10:20:00,2024-02-05 00:14:00,3.9,False
T104024,C125,A01,REFUND,2024-02-24 03:21:00,2024-02-24 05:19:00,2024-02-25 08:42:00,4.4,True
T104025,C126,A02,REFUND,2024-01-17 12:51:00,2024-01-17 13:34:00,2024-01-20 06:14:00,3.6,True
T104026,C127,A03,REFUND,2024-01-26 13:16:00,2024-01-26 13:59:00,2024-01-28 17:01:00,4.8,False
T104027,C128,A04,REFUND,2024-02-22 17:54:00,2024-02-22 18:25:00,2024-02-25 07:09:00,4.6,True
T104028,C129,A05,REFUND,2024-03-23 04:44:00,2024-03-23 05:49:00,2024-03-25 06:25:00,4.1,True
T104029,C130,A06,REFUND,2024-02-19 13:08:00,2024-02-19 13:36:00,2024-02-21 08:36:00,3.9,False
T104030,C131,A07,REFUND,2024-03-06 20:16:00,2024-03-06 20:32:00,2024-03-07 09:13:00,4.2,False
T104031,C132,A08,REFUND,2024-03-03 06:28:00,2024-03-03 08:21:00,2024-03-06 06:11:00,4.5,False
T104032,C133,A01,REFUND,2024-02-02 20:02:00,2024-02-02 21:24:00,2024-02-04 18:02:00,3.3,True
T104033,C134,A02,REFUND,2024-02-03 17:21:00,2024-02-03 17:37:00,2024-02-05 17:37:00,4.7,True
T104034,C135,A03,REFUND,2024-02-21 10:18:00,2024-02-21 11:33:00,2024-02-22 17:24:00,4.0,True
T104035,C136,A04,REFUND,2024-01-04 21:11:00,2024-01-04 21:49:00,2024-01-07 17:45:00,4.9,True
T104036,C137,A05,REFUND,2024-03-23 23:12:00,2024-03-23 23:36:00,2024-03-25 07:55:00,4.9,False
T104037,C138,A06,REFUND,2024-03-14 05:41:00,2024-03-14 06:39:00,2024-03-14 19:47:00,3.1,True
T104038,C139,A07,REFUND,2024-02-06 23:30:00,2024-02-07 01:05:00,2024-02-07 12:52:00,3.8,False
T104039,C140,A08,REFUND,2024-02-14 00:03:00,2024-02-14 00:06:00,2024-02-16 02:29:00,4.1,True
T104040,C141,A01,REFUND,2024-02-09 03:06:00,2024-02-09 03:50:00,2024-02-11 08:50:00,4.1,False
T104041,C142,A02,REFUND,2024-03-19 01:02:00,2024-03-19 02:52:00,2024-03-19 16:15:00,4.6,True
T104042,C143,A03,REFUND,2024-04-01 08:49:00,2024-04-01 09:38:00,2024-04-03 11:13:00,3.3,True
T104043,C144,A04,REFUND,2024-01-14 22:29:00,2024-01-14 22:43:00,2024-01-17 22:18:00,4.2,True
T104044,C145,A05,REFUND,2024-02-19 14:24:00,2024-02-19 15:17:00,2024-02-21 04:57:00,4.9,False
T104045,C146,A06,REFUND,2024-01-02 14:47:00,2024-01-02 16:09:00,2024-01-05 12:40:00,5.0,False
T104046,C147,A07,REFUND,2024-02-24 02:02:00,2024-02-24 04:01:00,2024-02-24 13:44:00,3.0,False
T104047,C148,A08,REFUND,2024-01-30 12:23:00,2024-01-30 13:39:00,2024-01-31 17:41:00,4.9,True
T104048,C149,A01,REFUND,2024-02-10 09:11:00,2024-02-10 09:19:00,2024-02-12 01:29:00,3.2,False
T104049,C150,A02,REFUND,2024-02-24 11:30:00,2024-02-24 13:07:00,2024-02-25 13:35:00,4.1,False
T104050,C151,A03,REFUND,2024-02-08 06:16:00,2024-02-08 07:50:00,2024-02-08 13:55:00,3.5,False
T104051,C152,A04,REFUND,2024-02-17 04:50:00,2024-02-17 06:09:00,2024-02-18 14:05:00,4.2,False
T104052,C153,A05,REFUND,2024-04-01 22:50:00,2024-04-02 00:37:00,2024-04-02 23:35:00,3.1,False
T104053,C154,A06,REFUND,2024-04-07 13:24:00,2024-04-07 14:57:00,2024-04-08 04:28:00,3.5,False
T104054,C155,A07,REFUND,2024-01-01 09:52:00,2024-01-01 10:22:00,2024-01-02 12:59:00,3.6,False
T104055,C156,A08,REFUND,2024-02-15 01:46:00,2024-02-15 02:38:00,2024-02-16 08:09:00,4.8,False
T104056,C157,A01,REFUND,2024-04-11 18:18:00,2024-04-11 19:20:00,2024-04-14 09:57:00,4.2,True
T104057,C158,A02,REFUND,2024-03-04 11:20:00,2024-03-04 12:20:00,2024-03-05 22:58:00,4.4,True
T104058,C159,A03,REFUND,2024-01-25 09:16:00,2024-01-25 10:33:00,2024-01-26 15:28:00,4.4,True
T104059,C160,A04,REFUND,2024-03-12 16:00:00,2024-03-12 17:25:00,2024-03-13 20:19:00,3.8,False
T104060,C161,A05,REFUND,2024-01-18 03:09:00,2024-01-18 03:24:00,2024-01-19 22:26:00,3.0,False
T104061,C162,A06,REFUND,2024-01-03 12:47:00,2024-01-03 13:56:00,2024-01-04 08:59:00,3.2,False
T104062,C163,A07,REFUND,2024-03-16 20:42:00,2024-03-16 20:49:00,2024-03-19 11:44:00,3.9,False
T104063,C164,A08,REFUND,2024-03-02 11:08:00,2024-03-02 12:10:00,2024-03-03 17:34:00,4.9,False
T104064,C165,A01,REFUND,2024-03-31 00:00:00,2024-03-31 00:52:00,2024-04-01 06:56:00,3.5,False
T104065,C166,A02,REFUND,2024-02-11 05:31:00,2024-02-11 05:58:00,2024-02-11 10:35:00,4.4,True
T104066,C167,A03,REFUND,2024-04-12 01:20:00,2024-04-12 03:18:00,2024-04-14 17:01:00,4.7,True
T104067,C168,A04,REFUND,2024-02-20 12:00:00,2024-02-20 12:33:00,2024-02-21 22:11:00,4.8,False
T104068,C169,A05,REFUND,2024-03-29 08:44:00,2024-03-29 08:53:00,2024-03-29 18:59:00,3.6,False
T104069,C170,A06,REFUND,2024-01-13 03:10:00,2024-01-13 03:54:00,2024-01-13 15:55:00,4.9,False
T104070,C171,A07,REFUND,2024-01-12 16:29:00,2024-01-12 18:00:00,2024-01-13 19:04:00,4.2,False
T104071,C172,A08,REFUND,2024-04-03 04:14:00,2024-04-03 04:18:00,2024-04-05 12:32:00,4.0,True
T104072,C173,A01,REFUND,2024-04-10 08:12:00,2024-04-10 09:12:00,2024-04-10 15:28:00,4.6,False
T104073,C174,A02,REFUND,2024-04-23 23:42:00,2024-04-24 00:33:00,2024-04-24 08:49:00,3.5,False
T104074,C175,A03,REFUND,2024-02-08 01:35:00,2024-02-08 03:19:00,2024-02-09 18:11:00,4.6,False
T104075,C176,A04,REFUND,2024-01-03 05:56:00,2024-01-03 05:59:00,2024-01-04 18:06:00,4.3,False
T104076,C177,A05,REFUND,2024-04-27 07:37:00,2024-04-27 07:42:00,2024-04-30 04:33:00,4.6,True
T104077,C178,A06,REFUND,2024-03-13 12:12:00,2024-03-13 13:21:00,2024-03-15 18:28:00,4.7,False
T104078,C179,A07,REFUND,2024-01-30 05:52:00,2024-01-30 06:15:00,2024-02-01 05:20:00,4.2,True
T104079,C180,A08,REFUND,2024-04-01 23:16:00,2024-04-02 00:41:00,2024-04-02 23:46:00,3.1,False
T104080,C181,A01,REFUND,2024-04-18 00:07:00,2024-04-18 00:42:00,2024-04-19 21:22:00,3.6,False
T104081,C182,A02,REFUND,2024-02-04 22:45:00,2024-02-04 23:53:00,2024-02-06 17:01:00,4.8,False
T104082,C183,A03,REFUND,2024-04-02 12:50:00,2024-04-02 12:57:00,2024-04-03 09:13:00,4.3,False
